syllable,label,unicode,population,audit_n,audit_wrong,audit_rate,exp_wrong,ocr_chars,dict_ok,tiers
phô,鋪,U+92EA,6,1,0,0.0,,鋪,True,GOLD
tràng,長,U+9577,6,1,0,0.0,,長,True,GOLD
tăm,沁,U+6C81,6,1,0,0.0,,沁/沱,True,GOLD/SILVER
ngôi,嵬,U+5D6C,5,1,0,0.0,,嵬,True,GOLD
túi,碎,U+788E,5,1,0,0.0,,殚/碎,True,GOLD/SILVER
vỡ,破,U+7834,5,1,0,0.0,,伎/破,True,GOLD/SILVER
bạc,白,U+767D,4,1,0,0.0,,日/白,True,GOLD
kéo,矯,U+77EF,4,1,0,0.0,,矯,True,GOLD
một,墓,U+5893,4,1,0,0.0,,喚/墓/暮,True,GOLD
nương,娘,U+5A18,4,1,0,0.0,,娘,True,GOLD
nước,於,U+65BC,4,1,0,0.0,,於/落/𣸪,True,GOLD/SILVER
trở,呂,U+5442,4,1,0,0.0,,呂,True,GOLD
đều,調,U+8ABF,4,1,0,0.0,,調,True,GOLD
ơn,㤙,U+3919,4,1,0,0.0,,㤙,True,GOLD
chung,终,U+7EC8,3,1,0,0.0,,癸/终,True,GOLD/SILVER
men,绵,U+7EF5,3,1,0,0.0,,歸/錦,True,GOLD/SILVER
ngang,昂,U+6602,3,1,0,0.0,,昂,True,GOLD
gởi,改,U+6539,2,1,0,0.0,,改,True,GOLD
nhau,澆,U+6F86,2,1,0,0.0,,澆,True,GOLD
thúng,統,U+7D71,2,1,0,0.0,,統,True,GOLD
thủ,守,U+5B88,2,1,0,0.0,,守,True,GOLD
vườn,園,U+5712,2,1,0,0.0,,園,True,GOLD
xui,吹,U+5439,2,1,0,0.0,,吹/次,True,GOLD
đeo,刀,U+5200,2,1,0,0.0,,刀,True,GOLD
đổ,覩,U+89A9,2,1,0,0.0,,覩,True,GOLD
búa,鈽,U+923D,1,1,0,0.0,,鈍,True,GOLD
già,迦,U+8FE6,1,1,0,0.0,,迦,True,GOLD
lộc,碌,U+788C,1,1,0,0.0,,碌,True,GOLD
lội,沫,U+6CAB,1,1,0,0.0,,沫,True,GOLD
ma,藦,U+85E6,1,1,0,0.0,,鬱,True,GOLD
nước,國,U+570B,1,1,0,0.0,,園,True,GOLD
rình,冷,U+51B7,1,1,0,0.0,,冷,True,GOLD
sau,畧,U+7567,1,1,0,0.0,,畧,True,GOLD
thị,示,U+793A,1,1,0,0.0,,示,True,GOLD
tranh,爭,U+722D,1,1,0,0.0,,爭,True,GOLD
trong,盅,U+76C5,1,1,0,0.0,,書,True,GOLD
truyện,伝,U+4F1D,1,1,0,0.0,,信,True,GOLD
tung,嵩,U+5D69,1,1,0,0.0,,嵩,True,GOLD
vàng,旁,U+65C1,1,1,0,0.0,,旁,True,GOLD
đạn,殚,U+6B9A,1,1,0,0.0,,殚,True,GOLD
