ocr_char,syllable,n_rows,n_pages,n_books,tiers,char_in_dict,dict_readings_of_char,n_dict_chars_for_syllable,dict_chars_for_syllable,similar_hit,gold_count,verdict,true_char,sample_images
焼,nhiều,1,1,1,REVIEW,True,sao thiu thiêu,18, 堯 嬈 澆 蜫 迻 饒 𡗉 𡗊 𤄮 𩜙 𬲢 𬼀 󰕦 󰕩 󰕭 󰞬 󰬥,,0,,,
𰙔,ka,1,1,1,REVIEW,True,ca,0,,,12,,,
然,ngươi,1,1,1,REVIEW,True,nhen nhiên nhoẻn nhơn nhởn,14, 传 的 碎 𠊛 𤽗 𤾰 𥇹 𥊤 𥋟 󰎡 󱟛 󱲔 䂀,,0,,,
然,ghét,1,1,1,REVIEW,True,nhen nhiên nhoẻn nhơn nhởn,6,匕 咭 恄 結 𢢂 𪢍,,0,,,
𠯵,con,1,1,1,REVIEW,True,ngo ngô,15,ヌ  婫 岞 昆 晜 罤 群 㒭 𡥵 𣋥 𤙭 𥊽 𧲟 𫴾,,0,,,
焉,ma,1,1,1,REVIEW,True,diên vờn yên,59,么 吗 嗎 嘛 嚒 嚜 妈 媽 嫫 嬤 嬷 孖 尛 庅 摩 擵 攠 痲 痳 磨,,0,,,
烽,sốt,1,1,1,REVIEW,True,mồ phong phừng,7,律 淬 焠 𣙸 𤈠 󰌝 󱧲,,0,,,
爹,thơm,1,1,1,REVIEW,True,cha ta tía đa đà,7,摻 磸 貪 𦹳 𩡋 𬳦 󰉼,,0,,,
為,một,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,179,,,
為,va,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,18,吧 噅 巴 揮 撝 爲 笆 㿬 𠇕 𠳿 𢀳 𢁍 𢯠 𧥔 愃 懧 苬 蛣,,179,,,
為,trở,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,37,伹 俎 吕 呂 岨 把 柤 歟 沮 爼 與 詛 謯 跙 踷 郘 鉏 阻 齟 龃,,179,,,
𠴲,tiếng,1,1,1,REVIEW,True,đôm đạp đệp đốp độp,6,曢 浽 省 㗂 𠳒 𪱐,,0,,,
為,rồi,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,7,來 来 洡 符 耒 𬩧 󱫵,,179,,,
為,phố,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,16,圃 埔 堡 庯 怖 悑 浦 舖 舗 補 鋪 铺 𠁃 𢇴 𥤔 蹼,,179,,,
為,phê,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,16,呸 啡 批 披 砒 磇 翍 鈚 錍 鎞 非 㓟 㩺 𢱧 𤿎 𤿐,,179,,,
為,núi,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,5,倂 㘨 𡶀 𤂬 󱳇,,179,,,
為,nhà,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,19,伽 傢 如 宊 家 牙 芽 茄 茹 䋈 𠖔 𡧚 𡩀 𡩅 𡩙 𡩚 𡩵 𨔽 󰕒,,179,,,
𠷔,hồn,1,1,1,REVIEW,True,tang táng tảng,28,塊 愧 捆 楎 浑 混 渾 珲 琿 緷 諢 诨 隗 顐 餛 餫 馄 魂 魄 鼲,,0,,,
𠾖,bon,1,1,1,REVIEW,True,khí,3,匕 奔 𨁼,,1,,,
烺,năng,1,1,1,REVIEW,True,lãng lăng lảng lẳng lặng lứng lững lựng rang rạng,22,烫 熊 燙 竜 而 耐 能 菱 蓤 蔆 螚 饢 馕 䏻 䔖 𤓢 𦝕 𧁽 𧅊 𪱆,,0,,,
𠾖,bón,1,1,1,REVIEW,True,khí,4,噴 𤵳 𦊚 𫃘,,1,,,
為,dâng,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,14,揚 撜 敭 登 鄧 𠭲 𢾙 𣈟 𤼸 𫠿 󰅹 󰎓 󰬅 𤸸,,179,,,
為,an,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,89,侒 媕 安 案 桉 殷 氨 胺 銨 铵 鞌 鞍 鮟 𠕷 𠼞 𡚴 𦛅 𩣑 𩽾 丱,,179,,,
𠾖,lửa,1,1,1,REVIEW,True,khí,8, 𱪵 呂 帞 火 焒 󰌎 󰌕,,1,,,
為,101,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,0,,,179,,,
炷,sáp,1,1,1,REVIEW,True,chú chúa chụ chủ,64,合 哈 喢 帹 扱 挿 捷 插 揷 歃 歮 歰 涩 渋 澀 澁 濇 瀒 煠 爉,,0,,,
炷,lò,1,1,1,REVIEW,True,chú chúa chụ chủ,11, 𱪵 垆 炉 爐 盧 路 鑪 𢗼 𨈝 󰌎,,0,,,
炳,chớ,1,1,1,REVIEW,True,biếng bính bảnh bỉnh đèn,19, 咀 啫 渚 濐 籒 著 陼 㵭 䐗 𠤆 𠤌 𠹲 𣜾 𤀞 𤈪 著 󱉟 󱧥,,0,,,
炮,đem,1,1,1,REVIEW,True,bào bác pháo than,28,   冘 剾 抌 眈 耽 躭 酖 鴆 𢲠 𨈔 𨈠 𨈦 𨈨 𨊍 𨊗 𨑴 𨑻,,0,,,
為,vil,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,0,,,179,,,
為,voi,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,5,㺔 𤠅 𤢇 𩻟 󱭽,,179,,,
為,đầy,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,16,台 提 柴 箈 苔 菭 薹 䈚 𠫅 𠫆 𣹓 𧀟 𨃐 𪞅 󰐗 󰮙,,179,,,
為,để,1,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,66,低 厎 呧 坻 帝 底 弤 悌 扺 抵 拞 掋 提 柢 氐 牴 的 砥 羝 舐,,179,,,
烱,đút,1,1,1,REVIEW,True,huỳnh quýnh quỷnh ýnh,4,揬 粹 賥 󱹛,,0,,,
𠲘,bảy,1,1,1,REVIEW,True,thiến thiện,16,  副 摆 斎 疲 罢 罷 羆 𠐌 𠤩 𣘓 𦉱 𦋼 𧟽 𬙞,,0,,,
烟,điều,1,1,1,REVIEW,True,hoàn nhân yên,45,塘 嬲 恬 条 桃 條 樤 稠 笤 紬 絛 綢 縧 苕 蓧 蓨 調 调 迢 銚,,0,,,
烟,thịt,1,1,1,REVIEW,True,hoàn nhân yên,8, 舌 䏦 𠯑 𡶀 𢀛 𦧘 𬚸,,0,,,
𠲘,bởi,1,1,1,REVIEW,True,thiến thiện,19,  副 拜 排 摆 疲 罢 罷 羆 𠐌 𤳄 𤳷 𤳸 𦋼 𧟽 𪤄 𪽝 𬙞,,0,,,
烟,một,1,1,1,REVIEW,True,hoàn nhân yên,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,0,,,
𠲘,là,1,1,1,REVIEW,True,thiến thiện,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,0,,,
烝,chung,1,1,1,REVIEW,True,chưng chứng chừng,56,伀 冬 喠 壿 夂 妐 彸 忪 柊 沖 盅 籦 終 终 蔠 蝩 螤 螽 衷 連,,19,,,
𠾖,trước,1,1,1,REVIEW,True,khí,29,  𱐨 𱏯 斮 櫡 略 畧 着 竹 箸 苉 著 訳 㗉 𠓀 𠠩 𣋐 𣥧 𨍦,,1,,,
烙,khác,1,1,1,REVIEW,True,lạc thắp,11,吉 恪 悫 愘 愙 愨 慤 格 毃 确 㤩,恪 格,0,,,
烙,cách,1,1,1,REVIEW,True,lạc thắp,76,咯 喀 嗝 塥 恪 愅 拮 挌 搿 敋 格 槅 滆 硌 礫 翮 肐 胳 膈 蛒,咯 恪 挌 格 硌 胳,0,,,
𠾖,pha,1,1,1,REVIEW,True,khí,29,叵 坡 岥 披 波 玻 皅 破 簸 翍 芭 苩 萉 葩 陂 頗 颇 㓟 㩺 䔤,,1,,,
烘,lưa,1,1,1,REVIEW,True,hong hòng hóng hông hồng,2,廬 盧,,2,,,
烕,dạy,1,1,1,REVIEW,True,diệt dột riết,14, 代 抴 拽 敎 教 曳 曵 㖂 𠰺 𠸕 𤕝 𦥙 󱙦,,0,,,
烏,đóng,1,1,1,REVIEW,True,o thờ ô ơ ư ưa ớ ờ ở ứ,7,凍 埬 棟 㨂 𢫝 𢶢 𤗗,,91,,,
烏,nết,1,1,1,REVIEW,True,o thờ ô ơ ư ưa ớ ờ ở ứ,10,揑 涅 湼 湿 㘿 𢝘 𢟗 𣵀 󰞺 󱢋,,91,,,
烏,lá,1,1,1,REVIEW,True,o thờ ô ơ ư ưa ớ ờ ở ứ,4,萝 蘿 𦲿 󱘃,,91,,,
𰩬,khóc,1,1,1,REVIEW,False,,8,哭 泣 𠴃 𠴹 𠸅 𡘈 𡘜 𣲔,,0,,,
烊,còn,1,1,1,REVIEW,True,dương dạng rang rạng sượng,15, 哙 喂 噲 存 羣 群 自 䭽 𠹩 𡥵 𫲳 󰅹 󱟟 󱫦,,0,,,
煜,lưa,1,1,1,REVIEW,True,duật dục dực,2,廬 盧,,0,,,
煜,nung,1,1,1,REVIEW,True,duật dục dực,9,熔 燶 癑 脓 膿 鎔 𡏠 𤐜 𤒚,,0,,,
煞,buộc,1,1,1,REVIEW,True,sái sát sét sít sướt sượt sịt,20,僕 卜 幞 扑 揊 撲 擈 攴 縛 纀 襆 㩧 𢪗 𢭠 𢯜 𢷏 𥾾 𦂿 𦄾 𫃚,,0,,,
𠕷,vồ,1,1,1,REVIEW,True,an yên,13,拊 捬 摹 撫 模 橅 釪 𢸮 𢺌 𢻬 𢻲 𨅮 𨑑,,0,,,
爲,người,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,20,仉 倘 儻 勜 匕 命 圤 徜 昆 皚 躺 辞 㝵 𠊚 𠊛 𣈗 𣈜 𤽗 𫴮 󱫱,,348,,,
爲,mà,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,21, 傌 嘛 女 痳 罵 菻 蔴 調 駡 高 麻 默 𢠩 𢳀 𣻕 𦋻 𦓡 𦲬 󱰷,,348,,,
爲,lối,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,16,𲃲 𰦫 磊 磥 礌 㩡 𠱤 𡓃 𡾷 𣷮 𤂬 𥗉 𥗬 𨇒 𫏌 𫮇,,348,,,
𮟃,đưa,1,1,1,REVIEW,False,,12,哆 多 媫 拸 搋 移 迎 迻 𠫾 𡖰 𫯖 󰠊,,0,,,
𮧻,già,1,1,1,REVIEW,False,,38, 伽 咖 嗻 夜 妑 庶 拁 枷 查 査 椵 楂 槎 樝 珈 痂 笳 耞 茄,,0,,,
爲,cao,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,63,咎 桥 槁 槔 槹 橋 橰 櫜 灱 焅 熇 燆 燺 皋 皐 睪 睾 筸 篙 籇,,348,,,
爱,vua,1,1,1,REVIEW,True,quản ái áy,15,君 噖 𠀹 𠁈 𠱩 𠱭 𠱰 𠺞 𢁨 𢂜 𢃊 𤤰 𪻟 𪼀 󰯯,,0,,,
爱,mồng,1,1,1,REVIEW,True,quản ái áy,13,夢 夣 曚 朦 梦 矇 萝 蒙 䏵 䑃 𠖨 𦴋 𬁜,,0,,,
𠕷,là,1,1,1,REVIEW,True,an yên,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,0,,,
爱,mắt,1,1,1,REVIEW,True,quản ái áy,11, 末 沙 沫 眜 𥉴 𩈘 𪾺 𬑉 󰘚 󱦆,,0,,,
𡖋,hay,1,1,1,REVIEW,True,diệc,23, 処 台 呍 咍 唭 熊 特 竜 而 耐 能 螚 䏻 𠄩 𣕘 𦝕 𫧇 𫨩 󰀉,,0,,,
𡗚,li,1,1,1,REVIEW,True,nao nháo nào náo náu,113,剺 厘 喱 囁 嫠 孋 廛 彲 斄 杝 氂 漓 灕 牦 犛 狸 琍 璃 瓈 瓼,,0,,,
𠕷,ăn,1,1,1,REVIEW,True,an yên,6,吿 咹 安 𩛖 𫃀 𫗒,,0,,,
爬,ra,1,1,1,REVIEW,True,ba bà bá bã bò bạ bả bẻ bồ bỡ bừa bửa,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,2,,,
𡖖,gần,1,1,1,REVIEW,True,khanh khành,17,媑 斤 觔 賒 賖 近 釿 䤺 𠧣 𢆌 𣂠 𣥍 𣥪 𧣊 𧵆 𫶾 󱮅,,0,,,
爚,soi,1,1,1,REVIEW,True,dược thước thược,19,搊 擂 攂 洡 芁 雷 㵢 䣂 𢐝 𢬗 𢹮 𢺢 𤐝 𥋸 𪤠 𬧾 󰅈 󱈗 󱧽,,0,,,
爐,soi,1,1,1,REVIEW,True,lu lò lô lũ lơ lư lờ lợ lứa lừ tro,19,搊 擂 攂 洡 芁 雷 㵢 䣂 𢐝 𢬗 𢹮 𢺢 𤐝 𥋸 𪤠 𬧾 󰅈 󱈗 󱧽,,0,,,
爐,so,1,1,1,REVIEW,True,lu lò lô lũ lơ lư lờ lợ lứa lừ tro,44,刳 嚧 抠 挎 捈 推 搊 摳 攄 棊 樞 毆 牢 粗 芻 蒭 趍 趣 趨 跢,嚧,0,,,
爊,5,1,1,1,REVIEW,True,ao ngao nghẹo ngào,0,,,0,,,
𠗆,hay,1,1,1,REVIEW,True,tu,23, 処 台 呍 咍 唭 熊 特 竜 而 耐 能 螚 䏻 𠄩 𣕘 𦝕 𫧇 𫨩 󰀉,,0,,,
爲,ray,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,9,來 倈 唻 来 猍 耒 逨 𧼛 𫪁,,348,,,
爲,trong,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,52,  中 仲 共 冲 塚 宫 宮 工 沖 滝 珕 瑇 番 盅 祌 衝 鐧 龍,,348,,,
爲,về,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,23,𱸳 揮 撝 皮 米 耒 衛 衞 還 駆 䘙 𠀄 𡗅 𢠿 𧗱 𩤸 𬩍 󰓟 󰡲 󱘌,,348,,,
爲,xương,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,30,仓 倉 倡 唱 昌 猖 琩 荭 菖 葒 裮 錩 锠 閶 阊 霜 鯧 鲳 鼚 䱽,,348,,,
爹,si,1,1,1,REVIEW,True,cha ta tía đa đà,99,嗟 嗤 妛 媸 差 希 彨 彲 徙 抬 摛 柴 殦 灑 痴 瘥 癡 眵 瞝 知,,0,,,
𮟃,la,1,1,1,REVIEW,False,,46,𱺵 儸 啰 囉 囖 攎 攞 椤 欏 猡 玀 箩 籮 纙 罗 羅 萝 蘿 覶 覼,,0,,,
爹,pha,1,1,1,REVIEW,True,cha ta tía đa đà,29,叵 坡 岥 披 波 玻 皅 破 簸 翍 芭 苩 萉 葩 陂 頗 颇 㓟 㩺 䔤,,0,,,
爹,bà,1,1,1,REVIEW,True,cha ta tía đa đà,36,𱙘 嘙 堏 壩 妑 婆 把 掱 搫 朳 杷 欛 波 潖 爬 琶 番 皤 磻 粑,,0,,,
𠏉,thờ,1,1,1,REVIEW,True,cán oát,25,𰨂 俆 徐 悇 扵 承 於 烏 祀 祠 蜍 蠩 賒 踈 除 䜹 𠄜 𣱏 𤋬 𤕘,,0,,,
𠑶,dở,1,1,1,REVIEW,True,mô vô,20,  𱠎 𱟩 唋 懙 渚 與 返 𠶁 𠽙 𡁎 𢪀 𢷣 𤊪 𧿨 𫺙 󰇥 󰇾 󱦣,,0,,,
父,bà,1,1,1,REVIEW,True,phụ phủ,36,𱙘 嘙 堏 壩 妑 婆 把 掱 搫 朳 杷 欛 波 潖 爬 琶 番 皤 磻 粑,,0,,,
𮟃,làm,1,1,1,REVIEW,False,,17, 乄 滥 漤 濫 灠 爪 爫 藍 㕚 𣩂 𣽦 𪵯 𫜵 𬈋 󰥎 󱛝,,0,,,
𠑶,đức,1,1,1,REVIEW,True,mô vô,21, 𱐩 𱝮 徳 德 恴 悳 惪 㤫 㥀 㥁 䙷 𢛳 𢜖 𢠀 𢤊 𨗌 𨗤 𭲖 󰆙,,0,,,
爵,là,1,1,1,REVIEW,True,tước,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,0,,,
𡗚,thăng,1,1,1,REVIEW,True,nao nháo nào náo náu,16,勝 升 呏 堘 塍 斘 昇 胜 阩 陞 陹 鼟 㚈 𦫵 𧿘 𨁠,,0,,,
𠔃,hà,1,1,1,REVIEW,True,hề,36,何 假 呵 哈 哬 哼 徦 抲 河 渮 煆 瑕 瘕 胡 苛 荷 菏 葭 蕸 虾,,0,,,
𮟃,lạ,1,1,1,REVIEW,False,,29, 吕 呂 囉 異 罗 羅 莒 逻 邏 𡄀 𡆗 𡚎 𤳧 𤴏 𦋝 𦌴 𦍉 𨓐 𨔍,,0,,,
𠕂,người,1,1,1,REVIEW,True,tái táy tải,20,仉 倘 儻 勜 匕 命 圤 徜 昆 皚 躺 辞 㝵 𠊚 𠊛 𣈗 𣈜 𤽗 𫴮 󱫱,,0,,,
爵,hôn,1,1,1,REVIEW,True,tước,32,婚 怋 惛 惽 昏 昬 殙 涽 湣 焄 閽 阍 㖧 㛰 䫒 𡕼 𡕽 𡖀 𡝪 𣄼,,0,,,
爵,giuli,1,1,1,REVIEW,True,tước,0,,,0,,,
爲,đến,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,21,且 但 倎 典 彣 敟 旦 細 蛋 貝 㫜 䓦 𠔓 𠔩 𠔰 𢻅 𣅂 𥮏 𦤾 𦥃,,348,,,
爲,đã,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,16,乑 也 卒 吏 吔 它 拖 易 胣 諸 陀 㐌 𠰹 𢒕 𣦁 𧭷,,348,,,
爲,đâu,1,1,1,REVIEW,True,va vay vi vy vài vèo vê vì ví vĩ vơ vơi,34,     𱏫 丟 丢 兜 兠 厾 叨 唗 篼 芇 蔸 銩 铥 頭 颩,,348,,,
𠗆,khác,1,1,1,REVIEW,True,tu,11,吉 恪 悫 愘 愙 愨 慤 格 毃 确 㤩,,0,,,
爆,nắng,1,1,1,REVIEW,True,bào bạc bạo bộc,14,曩 湯 漡 燙 盪 顮 𣌝 𤓢 𩙌 𪱆 𪹷 𬋟 󰌱 󰪀,,0,,,
燻,lăm,1,1,1,REVIEW,True,hun huân,11,啉 婪 惏 林 𠄻 𠄼 𠵂 𢆥 𬂽 󰢵 𭸓,,0,,,
燔,đốt,1,1,1,REVIEW,True,phiền phàn phần phừng,30,咄 嘥 拙 挨 捽 杌 柮 淬 炪 焠 胐 茁 葖 飿 饳 㤕 㷝 𢪄 𢬪 𢱞,,0,,,
𡖖,chước,1,1,1,REVIEW,True,khanh khành,56,剢 勺 妁 彴 所 捉 斫 斮 斲 斵 斸 杓 櫡 汋 灼 焯 燋 的 硳 禚,,0,,,
𰂸,muông,1,1,1,REVIEW,False,,4,懞 獴 𤡌 𪺿,,0,,,
燔,phô,1,1,1,REVIEW,True,phiền phàn phần phừng,26,哺 堡 尃 庯 怤 抪 捕 敷 旉 甫 痡 舖 舗 逋 鋪 铺 餔 鯆 㕮 㩤,,0,,,
𰑊,hai,1,1,1,REVIEW,False,,18, 侼 台 咍 怡 檯 瓵 臺 邰 颱 鮐 㣍 𠄩 𠄽 𠘭 𡐬 𪱜 󰀘,,0,,,
燒,nghe,1,1,1,REVIEW,True,nhau sao theo thiu thiêu thiếu thui thêu tiu tiêu,24,儀 冝 宐 宜 浪 牐 義 賖 㝖 𠖃 𠣨 𠵌 𡧧 𡨆 𡪀 𡪏 𢪀 𣦍 𥪺 𥫃,,118,,,
燎,phô,1,1,1,REVIEW,True,leo liêu liệu lèo lẽo riu treo,26,哺 堡 尃 庯 怤 抪 捕 敷 旉 甫 痡 舖 舗 逋 鋪 铺 餔 鯆 㕮 㩤,,0,,,
燉,hào,1,1,1,REVIEW,True,don giôn hon đun đón đôn đùn đốn,68,乚 儫 号 呺 唬 嗥 嘷 噑 嚎 壕 姣 崤 效 校 檺 殽 毫 洨 淆 濠,,0,,,
燈,đuốc,1,1,1,REVIEW,True,đăng,8,孎 濁 燭 爥 矚 𤆷 𤒘 𩟵,,0,,,
燈,lửa,1,1,1,REVIEW,True,đăng,8, 𱪵 呂 帞 火 焒 󰌎 󰌕,,0,,,
燁,sốt,1,1,1,REVIEW,True,diệp,7,律 淬 焠 𣙸 𤈠 󰌝 󱧲,,0,,,
熳,ngửi,1,1,1,REVIEW,True,man mạn,13,儀 哎 噯 嚊 羛 義 艾 誼 𠌾 𠿿 𪖭 𬹯 󰡤,,0,,,
熳,lửa,1,1,1,REVIEW,True,man mạn,8, 𱪵 呂 帞 火 焒 󰌎 󰌕,,0,,,
熱,sống,1,1,1,REVIEW,True,nhiệt nhét nhẹt,18,弄 生 銃 𠸙 𤯨 𤯩 𦡠 𧚠 𩀳 𩩇 𩩖 𪁇 𪟤 𫪹 𬴑 𮌱 󱝙 󱨱,,0,,,
熟,mặc,1,1,1,REVIEW,True,thuộc thục,25, 万 冒 嘿 嚜 墨 帊 穆 纆 袙 運 默 黙 㱄 䘃 𢹇 𧞾 𩈘 𪐥 𪐩,,0,,,
𡖋,đến,1,1,1,REVIEW,True,diệc,21,且 但 倎 典 彣 敟 旦 細 蛋 貝 㫜 䓦 𠔓 𠔩 𠔰 𢻅 𣅂 𥮏 𦤾 𦥃,,0,,,
煬,soi,1,1,1,REVIEW,True,dương dượng dạng rang rạng sượng,19,搊 擂 攂 洡 芁 雷 㵢 䣂 𢐝 𢬗 𢹮 𢺢 𤐝 𥋸 𪤠 𬧾 󰅈 󱈗 󱧽,,0,,,
煩,tu,1,1,1,REVIEW,True,khỉnh phiền,41,俢 修 卣 啾 噍 媭 嬃 條 湏 秀 羞 脩 蓨 鑐 需 須 须 饈 馐 鬏,,4,,,
煩,nấu,1,1,1,REVIEW,True,khỉnh phiền,9,惱 搙 耨 𤋷 𤍇 𤐛 𤒛 𬊢 󱫸,,4,,,
煢,ra,1,1,1,REVIEW,True,quỳnh ỳnh,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,0,,,
𠮦,102,1,1,1,REVIEW,True,chẹo chịu giẹo triệu trẹo trịu xạu,0,,,1,,,
燕,nhà,1,1,1,REVIEW,True,nhạn yên yến én,19,伽 傢 如 宊 家 牙 芽 茄 茹 䋈 𠖔 𡧚 𡩀 𡩅 𡩙 𡩚 𡩵 𨔽 󰕒,,0,,,
𠗆,vì,1,1,1,REVIEW,True,tu,7,位 為 爲 𠸠 𡸏 𦥮 󰩄,,0,,,
燕,ta,1,1,1,REVIEW,True,nhạn yên yến én,55,些 仨 低 偺 傞 呰 咱 喒 嗟 埃 娑 差 挱 挲 昝 爹 獻 瘥 糌 罝,,0,,,
𠙚,nhà,1,1,1,REVIEW,True,xớ xở xứ xử,19,伽 傢 如 宊 家 牙 芽 茄 茹 䋈 𠖔 𡧚 𡩀 𡩅 𡩙 𡩚 𡩵 𨔽 󰕒,,7,,,
𠛴,lời,1,1,1,REVIEW,True,sát,27,例 俐 分 利 吝 唎 坘 塁 痢 行 調 𠅜 𠇮 𠜫 𠳐 𠳒 𡗶 𢈱 𢚸 𥒥,,0,,,
𠛴,trời,1,1,1,REVIEW,True,sát,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,0,,,
燭,vợ,1,1,1,REVIEW,True,chúc luộc đuốc,16,  婦 媍 嬏 邚 齊 㛪 㛼 𡞒 𡞕 𡟱 𡢼 󰄯 󰴌 󱟒,,4,,,
𠧒,cha,1,1,1,REVIEW,True,gật khất khắt,25,乍 作 偺 吒 咋 咤 咱 喒 喥 嗻 囃 托 爹 爺 皻 皽 詐 醡 𠆦 𠷆,,0,,,
𠫭,lần,1,1,1,REVIEW,True,khươm sam sâm tham,37,各 吝 夤 寅 層 恡 悋 濥 路 㖁 㝙 𠞺 𠫤 𠯌 𠯛 𠲲 𠳈 𠳺 𠳻 𠴽,,0,,,
𠬧,dạy,1,1,1,REVIEW,True,dũ tho thu thua thâu thò,14, 代 抴 拽 敎 教 曳 曵 㖂 𠰺 𠸕 𤕝 𦥙 󱙦,,0,,,
𠬧,song,1,1,1,REVIEW,True,dũ tho thu thua thâu thò,47,双 囍 囪 囱 愯 摐 淙 滝 漴 牎 牕 窓 窗 窻 葱 蔥 衝 雙 㕠 㧐,,0,,,
燬,đốt,1,1,1,REVIEW,True,hủy,30,咄 嘥 拙 挨 捽 杌 柮 淬 炪 焠 胐 茁 葖 飿 饳 㤕 㷝 𢪄 𢬪 𢱞,,0,,,
燬,đi,1,1,1,REVIEW,True,hủy,10, 多 岃 移 跢 迻 𠫾 𨀕 𪠞 𫺲,,0,,,
燬,dù,1,1,1,REVIEW,True,hủy,16,凨 剈 喻 愈 愉 油 由 瘉 癒 釉 𠃄 𠱋 𠶢 𡩗 𢂎 𢠚,,0,,,
燧,đòi,1,1,1,REVIEW,True,toại,12,堆 墜 璳 隊 隧 頺 𠐬 𠸌 𠼲 𠾕 𡡦 𢢊,隧 𠾕,0,,,
燧,lửa,1,1,1,REVIEW,True,toại,8, 𱪵 呂 帞 火 焒 󰌎 󰌕,,0,,,
燧,em,1,1,1,REVIEW,True,toại,16,俺 奄 腌 英 醃 骯 㛪 𠲖 𦛞 𦜽 𦞴 𦟩 𨉚 𫸽 讒 𡅩,,0,,,
燧,bếp,1,1,1,REVIEW,True,toại,13,奌 灶 点 竃 竈 點 㸃 䆴 𤇮 𥨈 𥨠 𥨫 𥩋,,0,,,
燥,lăm,1,1,1,REVIEW,True,ráo táo tảo,11,啉 婪 惏 林 𠄻 𠄼 𠵂 𢆥 𬂽 󰢵 𭸓,,0,,,
𠮥,ấy,1,1,1,REVIEW,True,chẹo chịu giẹo triệu trẹo trịu xạu,32,𱍸 乙 倚 噫 娎 帝 悥 意 憶 椅 衣 衤 𠂎 𠋣 𠶷 𢡃 𧘇 𪬫 𫢚 󰀎,,0,,,
燕,để,1,1,1,REVIEW,True,nhạn yên yến én,66,低 厎 呧 坻 帝 底 弤 悌 扺 抵 拞 掋 提 柢 氐 牴 的 砥 羝 舐,,0,,,
燕,thuộc,1,1,1,REVIEW,True,nhạn yên yến én,7,囑 属 屬 熟 𡱆 𡲇 𣀻,,0,,,
理,bán,1,1,1,REVIEW,True,lí lý lẽ may,15,伴 半 姅 扮 拌 柈 絆 绊 靽 𠰢 𧸝 𬥓 󰢏 坢 胖,,122,,,
理,co,1,1,1,REVIEW,True,lí lý lẽ may,21, 姑 孤 抅 抓 瓜 禃 觚 㧓 䉉 𢮩 𢯐 𦣮 𧣗 𧿼 𨂗 𨔌 𨠋 󰌽 󰮡,,122,,,
𭺾,sống,1,1,1,REVIEW,False,,18,弄 生 銃 𠸙 𤯨 𤯩 𦡠 𧚠 𩀳 𩩇 𩩖 𪁇 𪟤 𫪹 𬴑 𮌱 󱝙 󱨱,,0,,,
